MKOOPKLA,PWAPART,MHHUUR,PPERSAUT,ABYSTAND,MOSHOOFD,PPLEZIER,APLEZIER,NID,PBRAND,AWAPART,MOSTYPE,MHKOOP,APERSAUT,CARAVAN
-0.2631433767028174,-0.36623296174483766,0.39777276248500865,0.6949030239342899,-0.03493723898016146,-0.051536293190992136,-0.03441162175431738,-0.03441162175431738,1,-0.11375593887218234,-0.36623296174483766,-0.0543639828512754,0.39777276248500865,0.40962687595849057,0
-0.16806656982649695,0.43894017446578387,-0.12747255800616025,-0.8954565167735727,-0.03493723898016146,-0.051536293190992136,-0.03441162175431738,-0.03441162175431738,2,-1.7236665528040944,0,0.25412645808693923,-0.13772905817334927,-0.8954565167735727,0
-0.16806656982649695,0.43894017446578387,-0.3063517706091421,0.6949030239342899,-0.03493723898016146,-0.051536293190992136,-0.03441162175431738,-0.03441162175431738,3,-1.7236665528040944,0.39358259941387524,0.25412645808693923,-0.3088117964500044,0.40962687595849057,0
-0.16806656982649695,-0.36623296174483766,-0.2280972824935719,0.6949030239342899,-0.03493723898016146,0.11529515870817811,-0.03441162175431738,-0.03441162175431738,4,-1.7236665528040944,-0.36623296174483766,-0.3430272491675487,-0.18676908700072578,0.40962687595849057,0
-0.2631433767028174,-0.36623296174483766,-0.1827851799468884,-0.8954565167735727,-0.03493723898016146,-1.2371184986194506,-0.03441162175431738,-0.03441162175431738,5,-1.1697058223520167,-0.36623296174483766,0,-0.1888765693402904,-0.8954565167735727,0
-0.2631433767028174,-0.36623296174483766,-0.4021241176973619,0.6949030239342899,-0.03493723898016146,-0.8535520758189237,-0.03441162175431738,-0.03441162175431738,6,-0.3996796832358929,-0.36623296174483766,-1.3675315656819365,-0.4021241176973619,0.40962687595849057,0
-0.1585982100340293,-0.36623296174483766,0.007734237267020899,0.6949030239342899,-0.03493723898016146,0.05548037837311685,-0.03441162175431738,-0.03441162175431738,7,-0.3996796832358929,-0.36623296174483766,-0.03333988790515491,0.007734237267020899,0.40962687595849057,0
-0.2631433767028174,-0.36623296174483766,0.5477557231593937,-0.8954565167735727,-0.03493723898016146,-0.051536293190992136,-0.03441162175431738,-0.03441162175431738,8,-0.3996796832358929,-0.36623296174483766,-0.0543639828512754,0.5477557231593937,-0.8954565167735727,0
-0.2631433767028174,-0.36623296174483766,-0.4021241176973619,-1.0006418586740409,-0.03493723898016146,-0.051536293190992136,-0.03441162175431738,-0.03441162175431738,9,-0.3996796832358929,-0.36623296174483766,-0.0543639828512754,-0.4021241176973619,0.40962687595849057,0
0.951441843774521,0.43894017446578387,0.5477557231593937,-0.8954565167735727,-0.03493723898016146,0.11529515870817811,-0.03441162175431738,-0.03441162175431738,10,0.22748358817294112,0.39358259941387524,-0.01702631241363118,0.5477557231593937,-0.8954565167735727,0
0.951441843774521,-0.36623296174483766,0.5477557231593937,0.6949030239342899,-0.03493723898016146,0.11529515870817811,-0.03441162175431738,-0.03441162175431738,11,-0.3996796832358929,-0.36623296174483766,-0.09706902008716767,0.5477557231593937,0.40962687595849057,0
-0.16806656982649695,0.43894017446578387,0.007734237267020899,-1.0006418586740409,-0.03493723898016146,0.11529515870817811,-0.03441162175431738,-0.03441162175431738,12,-1.7236665528040944,0.39358259941387524,-0.3430272491675487,0.007734237267020899,0.40962687595849057,0
-0.2631433767028174,-0.36623296174483766,-0.2280972824935719,0.6949030239342899,-0.03493723898016146,-0.051536293190992136,-0.03441162175431738,-0.03441162175431738,13,-0.3996796832358929,-0.36623296174483766,-0.0543639828512754,-0.18676908700072578,0.40962687595849057,0
-0.16806656982649695,-0.36623296174483766,-0.2280972824935719,-0.8954565167735727,-0.03493723898016146,-1.2371184986194506,-0.03441162175431738,-0.03441162175431738,14,-0.3996796832358929,-0.36623296174483766,-0.9333170442877864,-0.18676908700072578,-0.8954565167735727,0
-0.2631433767028174,0.43894017446578387,-0.4021241176973619,-1.0006418586740409,-0.03493723898016146,-0.8535520758189237,-0.03441162175431738,-0.03441162175431738,15,-1.7236665528040944,0.39358259941387524,-1.3675315656819365,-0.4021241176973619,0.40962687595849057,0
