MKOOPKLA,MOSTYPE,PPERSAUT,NID,APLEZIER,PBRAND,CARAVAN
-0.2684824835067087,-0.1356879801560085,0.674336009408179,1,-0.036979706379086826,-0.024307934254340743,0
-0.16636526131702067,0.23975116938642171,-0.9059142661019765,2,-0.036979706379086826,-1.5926723114801538,0
-0.16636526131702067,0.23975116938642171,0.674336009408179,3,-0.036979706379086826,-1.5926723114801538,0
-0.16636526131702067,-0.36825904897824424,0.674336009408179,4,-0.036979706379086826,-1.5926723114801538,0
-0.2684824835067087,-1.6226258670555866,-0.9059142661019765,5,-0.036979706379086826,-0.9098490142618443,0
-0.2684824835067087,-1.2499505817704133,0.674336009408179,6,-0.036979706379086826,-0.41220607033567125,0
-0.1462524266914371,-0.08679977196473242,0.674336009408179,7,-0.036979706379086826,-0.41220607033567125,0
-0.2684824835067087,-0.1356879801560085,-0.9059142661019765,8,-0.036979706379086826,-0.41220607033567125,0
-0.2684824835067087,-0.1356879801560085,-0.9572075604895268,9,-0.036979706379086826,-0.41220607033567125,0
0.9451655863426456,-0.02010839746606011,-0.9059142661019765,10,-0.036979706379086826,0.21964150311628086,0
0.9451655863426456,-0.09962046039379381,0.674336009408179,11,-0.036979706379086826,-0.41220607033567125,0
-0.16636526131702067,-0.36825904897824424,-0.9572075604895268,12,-0.036979706379086826,-1.5926723114801538,0
-0.2684824835067087,-0.1356879801560085,0.674336009408179,13,-0.036979706379086826,-0.41220607033567125,0
-0.16636526131702067,-0.857505186870552,-0.9059142661019765,14,-0.036979706379086826,-0.41220607033567125,0
-0.2684824835067087,-1.2499505817704133,-0.9572075604895268,15,-0.036979706379086826,-1.5926723114801538,0
-0.2684824835067087,-0.1356879801560085,-0.9059142661019765,16,-0.036979706379086826,0.7771693261352474,0
-0.16636526131702067,0.0731923084311337,-0.9059142661019765,17,-0.036979706379086826,-0.41220607033567125,0
-0.5090794366857526,-0.29039872720597193,0.674336009408179,18,-0.036979706379086826,0.21964150311628086,0
0.2129890618769651,0.17510376915897202,-0.9572075604895268,19,-0.036979706379086826,-1.5926723114801538,0
-0.6642723260914546,-0.6983669655322549,-0.9059142661019765,20,-0.036979706379086826,-0.41220607033567125,0
-0.2684824835067087,-0.1356879801560085,0.674336009408179,21,-0.036979706379086826,-0.41220607033567125,0
-0.2684824835067087,-0.1356879801560085,0.674336009408179,22,-0.036979706379086826,0.7771693261352474,0
0.2129890618769651,0.17510376915897202,0.674336009408179,23,-0.036979706379086826,0.7771693261352474,0
0.2129890618769651,-0.2024299542600148,-0.9059142661019765,24,-0.036979706379086826,-0.41220607033567125,0
0.2129890618769651,0.17510376915897202,-0.9059142661019765,25,-0.036979706379086826,-0.41220607033567125,0
-0.2684824835067087,-0.1356879801560085,-0.9059142661019765,26,-0.036979706379086826,0.7771693261352474,0
-0.16636526131702067,0.23975116938642171,0.674336009408179,27,-0.036979706379086826,-0.41220607033567125,0
-0.2684824835067087,-1.6226258670555866,-0.9059142661019765,28,-0.036979706379086826,0.21964150311628086,0
-0.6642723260914546,-0.6983669655322549,-0.9059142661019765,29,-0.036979706379086826,-0.41220607033567125,0
-0.2684824835067087,-0.1356879801560085,-0.9059142661019765,30,-0.036979706379086826,0.21964150311628086,0
-0.5090794366857526,-0.7246842738496282,0.674336009408179,31,-0.036979706379086826,0.21964150311628086,0
-0.2684824835067087,-1.2499505817704133,-0.9059142661019765,32,-0.036979706379086826,-0.41220607033567125,0
-0.2684824835067087,-0.1356879801560085,0.674336009408179,33,-0.036979706379086826,0.21964150311628086,0
-0.16636526131702067,0.0731923084311337,-0.9059142661019765,34,-0.036979706379086826,-0.41220607033567125,0
0.2129890618769651,0.17510376915897202,-0.9059142661019765,35,-0.036979706379086826,0.21964150311628086,0
0.9451655863426456,0.9388572824294639,0.674336009408179,36,-0.036979706379086826,0.21964150311628086,0
0.2129890618769651,0.3026649947969908,0.674336009408179,37,-0.036979706379086826,0.7771693261352474,0
-0.16636526131702067,-0.857505186870552,-0.9059142661019765,38,-0.036979706379086826,-0.9483152950896403,0
-0.1462524266914371,-0.08679977196473242,-0.9059142661019765,39,-0.036979706379086826,-0.9098490142618443,0
-0.2684824835067087,-0.1356879801560085,-0.9572075604895268,40,-0.036979706379086826,0.7771693261352474,0
-0.5090794366857526,-0.7246842738496282,-0.9059142661019765,41,-0.036979706379086826,-1.5926723114801538,0
0.2129890618769651,-0.02010839746606011,0.674336009408179,42,-0.036979706379086826,0.7771693261352474,1
0.9451655863426456,0.9388572824294639,-0.9059142661019765,43,-0.036979706379086826,-0.9098490142618443,0
-0.2684824835067087,-0.1356879801560085,0.674336009408179,44,-0.036979706379086826,-0.41220607033567125,0
0.2129890618769651,0.49603638777753045,-0.9059142661019765,45,-0.036979706379086826,-0.024307934254340743,0
-0.16636526131702067,0.0731923084311337,0.674336009408179,46,-0.036979706379086826,0.21964150311628086,1
-0.2684824835067087,0.14014606529921594,-0.9059142661019765,47,-0.036979706379086826,0.21964150311628086,0
-0.16636526131702067,0.0731923084311337,-0.9572075604895268,48,-0.036979706379086826,0.21964150311628086,0
-0.1462524266914371,-0.08679977196473242,-0.9572075604895268,49,-0.036979706379086826,-0.41220607033567125,0
-0.2684824835067087,-0.1356879801560085,-0.9059142661019765,50,-0.036979706379086826,-1.5926723114801538,0
-0.2684824835067087,-0.1356879801560085,0.674336009408179,51,-0.036979706379086826,-0.41220607033567125,0
-0.6642723260914546,-0.6417966140438605,-0.9059142661019765,52,-0.036979706379086826,0.21964150311628086,0
-0.5090794366857526,0.5745987102806328,-0.9059142661019765,53,-0.036979706379086826,0.21964150311628086,0
0.2129890618769651,-0.02010839746606011,-0.9059142661019765,54,-0.036979706379086826,-1.5926723114801538,0
-0.2684824835067087,-0.1356879801560085,0.674336009408179,55,-0.036979706379086826,0.7771693261352474,0
-0.1462524266914371,-0.08679977196473242,0.674336009408179,56,-0.036979706379086826,0.7771693261352474,0
0.2129890618769651,-0.02010839746606011,-0.9572075604895268,57,-0.036979706379086826,-0.41220607033567125,0
0.9451655863426456,0.9229054045488484,-0.9059142661019765,58,-0.036979706379086826,0.7771693261352474,1
-0.1462524266914371,-0.481453963968681,-0.9059142661019765,59,-0.036979706379086826,-0.41220607033567125,0
-0.5090794366857526,-0.4814539639686812,-0.9059142661019765,60,-0.036979706379086826,-0.9483152950896403,0
-0.5090794366857526,-0.4814539639686812,0.674336009408179,61,-0.036979706379086826,-0.41220607033567125,0
-0.2684824835067087,0.14014606529921594,0.674336009408179,62,-0.036979706379086826,0.21964150311628086,0
0.2129890618769651,-0.2024299542600148,-0.9059142661019765,63,-0.036979706379086826,-0.41220607033567125,0
-0.2684824835067087,-1.2499505817704133,-0.9059142661019765,64,-0.036979706379086826,-0.41220607033567125,0
0.2129890618769651,-0.02010839746606011,0.674336009408179,65,-0.036979706379086826,-1.5926723114801538,0
-0.2684824835067087,-0.1356879801560085,0.674336009408179,66,-0.036979706379086826,0.7771693261352474,0
-0.2684824835067087,0.14014606529921594,-0.9059142661019765,67,-0.036979706379086826,-0.41220607033567125,0
0.2129890618769651,0.17510376915897202,0.674336009408179,68,-0.036979706379086826,0.7771693261352474,0
-0.2684824835067087,0.14014606529921594,-0.9059142661019765,69,-0.036979706379086826,-0.41220607033567125,0
-0.2684824835067087,-0.6899987158617381,-0.9059142661019765,70,-0.036979706379086826,-0.41220607033567125,0
-0.16636526131702067,-0.36825904897824424,-0.9059142661019765,71,-0.036979706379086826,-0.41220607033567125,0
-0.6642723260914546,-0.6417966140438605,-0.9059142661019765,72,-0.036979706379086826,0.21964150311628086,0
-0.6642723260914546,-0.04657497065422331,-0.9059142661019765,73,-0.036979706379086826,0.21964150311628086,0
0.9451655863426456,0.9388572824294639,0.674336009408179,74,-0.036979706379086826,0.7771693261352474,0
0.2129890618769651,-0.02010839746606011,0.674336009408179,75,-0.036979706379086826,0.7771693261352474,0
0.2129890618769651,0.49603638777753045,0.674336009408179,76,-0.036979706379086826,-0.41220607033567125,0
-0.16636526131702067,0.0731923084311337,-0.9059142661019765,77,-0.036979706379086826,-0.41220607033567125,0
0.2129890618769651,-0.02010839746606011,-0.9059142661019765,78,-0.036979706379086826,0.21964150311628086,0
0.2129890618769651,0.49603638777753045,-0.9059142661019765,79,-0.036979706379086826,-0.41220607033567125,0
0.2129890618769651,0.17510376915897202,0.674336009408179,80,-0.036979706379086826,-0.41220607033567125,0
0.2129890618769651,0.49603638777753045,-0.9059142661019765,81,-0.036979706379086826,0.7771693261352474,0
0.2129890618769651,0.49603638777753045,0.674336009408179,82,-0.036979706379086826,-0.41220607033567125,0
0.3491821542363482,0.5745987102806325,0.674336009408179,83,-0.036979706379086826,-0.41220607033567125,0
-0.16636526131702067,-0.857505186870552,-0.9059142661019765,84,-0.036979706379086826,0.21964150311628086,0
-0.2684824835067087,-1.2499505817704133,0.674336009408179,85,-0.036979706379086826,-0.41220607033567125,0
-0.16636526131702067,0.0731923084311337,0.674336009408179,86,-0.036979706379086826,0.7771693261352474,0
0.3491821542363482,0.5745987102806325,-0.9059142661019765,87,-0.036979706379086826,-0.9483152950896403,0
-0.1462524266914371,-0.08679977196473242,0.674336009408179,88,-0.036979706379086826,0.7771693261352474,0
-0.2684824835067087,0.14014606529921594,-0.9059142661019765,89,-0.036979706379086826,-0.41220607033567125,0
-0.16636526131702067,0.0731923084311337,-0.9059142661019765,90,-0.036979706379086826,-1.5926723114801538,0
-0.16636526131702067,-0.36825904897824424,-0.9059142661019765,91,-0.036979706379086826,-0.41220607033567125,0
0.9451655863426456,0.9388572824294639,0.674336009408179,92,-0.036979706379086826,0.7771693261352474,0
0.2129890618769651,0.49603638777753045,-0.9059142661019765,93,-0.036979706379086826,0.7771693261352474,0
-0.6642723260914546,-0.524013578387477,-0.9572075604895268,94,-0.036979706379086826,-0.9483152950896403,0
-0.1462524266914371,-0.08679977196473242,0.674336009408179,95,-0.036979706379086826,0.7771693261352474,0
0.2129890618769651,-0.02010839746606011,-0.9059142661019765,96,-0.036979706379086826,-0.41220607033567125,0
-0.1462524266914371,-0.08679977196473242,0.674336009408179,97,-0.036979706379086826,0.7771693261352474,0
-0.16636526131702067,-0.36825904897824424,-0.9059142661019765,98,-0.036979706379086826,-0.41220607033567125,1
-0.2684824835067087,0.14014606529921594,-0.9059142661019765,99,-0.036979706379086826,-0.41220607033567125,1
-0.5090794366857526,-0.7246842738496282,-0.9059142661019765,100,-0.036979706379086826,-1.5926723114801538,0
