MKOOPKLA,MOSTYPE,PPERSAUT,NID,APLEZIER,PBRAND,CARAVAN
-0.2684824835067087,-0.1356879801560085,-0.9059142661019765,1,-0.036979706379086826,0.7771693261352474,0
0.3491821542363482,0.5368583822977857,0.674336009408179,2,-0.036979706379086826,0.7771693261352474,1
-0.1462524266914371,-0.08679977196473242,0.674336009408179,3,-0.036979706379086826,0.7771693261352474,0
-0.16636526131702067,-0.36825904897824424,-0.9572075604895268,4,-0.036979706379086826,0.21964150311628086,0
-0.6642723260914546,-0.6983669655322549,-0.9059142661019765,5,-0.036979706379086826,-0.9483152950896403,0
-0.5090794366857526,-0.4814539639686812,-0.9059142661019765,6,-0.036979706379086826,0.7771693261352474,0
-0.1462524266914371,-0.481453963968681,0.674336009408179,7,-0.036979706379086826,-1.5926723114801538,0
0.3491821542363482,0.5368583822977857,-0.9059142661019765,8,-0.036979706379086826,-0.41220607033567125,0
0.2129890618769651,-0.17917309209574744,-0.9059142661019765,9,-0.036979706379086826,-1.5926723114801538,0
0.3491821542363482,-0.09962046039379381,-0.9059142661019765,10,-0.036979706379086826,0.7771693261352474,0
0.2129890618769651,-0.2024299542600148,-0.9059142661019765,11,-0.036979706379086826,-0.41220607033567125,0
-0.2684824835067087,0.14014606529921594,0.674336009408179,12,-0.036979706379086826,-0.41220607033567125,1
-0.16636526131702067,0.0731923084311337,-0.9059142661019765,13,-0.036979706379086826,0.21964150311628086,0
0.2129890618769651,-0.02010839746606011,0.674336009408179,14,-0.036979706379086826,0.21964150311628086,0
-0.2684824835067087,-1.6226258670555866,-0.9059142661019765,15,-0.036979706379086826,-0.41220607033567125,0
-0.6642723260914546,-0.6417966140438605,-0.9059142661019765,16,-0.036979706379086826,-0.41220607033567125,0
-0.16636526131702067,-0.857505186870552,-0.9059142661019765,17,-0.036979706379086826,-0.41220607033567125,0
-0.1462524266914371,-0.08679977196473242,0.674336009408179,18,-0.036979706379086826,0.7771693261352474,0
-0.2684824835067087,-1.2499505817704133,-0.9059142661019765,19,-0.036979706379086826,-1.5926723114801538,0
-0.5090794366857526,-0.29039872720597193,-0.9059142661019765,20,-0.036979706379086826,-1.5926723114801538,0
-0.2684824835067087,-0.1356879801560085,0.674336009408179,21,-0.036979706379086826,0.7771693261352474,0
0.2129890618769651,0.17510376915897202,-0.9572075604895268,22,-0.036979706379086826,0.21964150311628086,0
-0.2684824835067087,-0.031537093289682905,0.674336009408179,23,-0.036979706379086826,-0.41220607033567125,0
-0.1462524266914371,-0.08679977196473242,0.674336009408179,24,-0.036979706379086826,-1.5926723114801538,0
-0.6642723260914546,-0.04657497065422331,-0.9059142661019765,25,-0.036979706379086826,-0.41220607033567125,0
-0.5090794366857526,-0.7246842738496282,-0.9059142661019765,26,-0.036979706379086826,-1.5926723114801538,0
0.9451655863426456,0.9229054045488484,0.674336009408179,27,-0.036979706379086826,-0.41220607033567125,0
0.2129890618769651,-0.02010839746606011,0.674336009408179,28,-0.036979706379086826,-0.41220607033567125,0
-0.2684824835067087,-1.2499505817704133,-0.9572075604895268,29,-0.036979706379086826,-0.41220607033567125,0
0.3491821542363482,0.5368583822977857,-0.9572075604895268,30,-0.036979706379086826,0.7771693261352474,1
0.2129890618769651,-0.2024299542600148,-0.9059142661019765,31,-0.036979706379086826,0.21964150311628086,0
-0.16636526131702067,-0.36825904897824424,0.674336009408179,32,-0.036979706379086826,-0.41220607033567125,0
-0.2684824835067087,-0.1356879801560085,-0.9572075604895268,33,-0.036979706379086826,-1.5926723114801538,0
